Name,ID,Birth Year
Nguyễn Như Hoạt,pol194877,1950
Nguyễn Phi Hùng,pol12840081,
Nguyễn Phong Hòa,pol12840085,
Nguyễn Quốc Diệp,pol16565092,
Nguyễn Sỹ Quang,pol19736639,1970
Nguyễn Sỹ Thăng,pol3169187,
Nguyễn Thanh Bảnh,pol15277275,
Nguyễn Thành Tài,pol13481072,1952
Nguyễn Thế Bình,pol15624293,
Nguyễn Thế Mạnh,pol19778636,1972
Nguyễn Thế Quyết,pol13285786,
Nguyễn Thị Hiền,pol19781916,1958
Nguyễn Thị Hồng,pol13467572,1955
Nguyễn Thọ Chân,pol301410,1922
Nguyễn Tất Lợi,pol15555997,1960
Nguyễn Văn Ba,pol11672866,
Nguyễn Văn Chuyên,pol13191376,
Nguyễn Văn Dư,pol15971689,
Nguyễn Văn Lưu,pol13190832,
Nguyễn Văn Minh,pol19468836,
Nguyễn Văn Trung,pol19425439,1967
Nguyễn Văn Tình,pol3172362,1945
Nguyễn Văn Tùng,pol3705122,1964
Nguyễn Văn Vượng,pol1465104,
Nguyễn Xuân Hồng,pol19579742,
Nguyễn Xuân Sang,pol3370343,1951
Nguyễn Xuân Sơn,pol3245607,1962
Nguyễn Đăng Bình,pol19356390,1978
Nguyễn Đức Dũng,pol18603364,1967
Nguyễn Đức Dũng (tướng Quân đội),pol18695527,
Nguyễn Đức Sơn,pol19604171,1950
Ngô Lương Hanh,pol19610074,1950
Ngô Thị Hoàng Yến,pol16877577,
Nhữ Thị Minh Nguyệt,pol13808112,
Phan Chí Thanh,pol13463635,1958
Phan Khuê Tảo,pol19610724,1949
Phan Nguyễn Như Khuê,pol3692757,1964
Phan Sơn Hà,pol11626853,
Phan Thanh Hà,pol11762915,
Phan Văn Tiệm,pol3167448,1933
Phan Xuân Sang,pol19520917,1952
Phan Xuân Sơn,pol15780310,
Phan Đức Hưởng,pol1464990,1951
Phùng Đình Thực,pol13478756,1954
Phạm Duy Hải,pol14874608,
Phạm Hồng Chương,pol19863262,1963
Phạm Lê Xuất,pol3210169,
Phạm Minh Toản,pol1465086,1953
Phạm Ngọc Việt,pol19492645,
Phạm Quang Cử,pol13285761,
Phạm Quốc Cương,pol13002548,1962
Phạm Thị Bích Thủy,pol14809091,1979
Phạm Thị Lan Anh,pol19729909,
Phạm Tiến Cương,pol15279080,1964
Phạm Văn Bảng,pol15279718,
Phạm Văn Vinh,pol16816770,
Phạm Đức Hải,pol3707049,1963
Sùng A Hồng,pol1463277,1966
"Trung tướng, Tiến sĩ Đinh Văn Nơi",pol19777159,1976
Tráng A Tủa,pol19695921,1966
Trương Chí Trung,pol514792,1956
Trần Anh Vinh,pol19624765,1926
Trần Hải Quân,pol19492434,1970
Trần Minh Lệ,pol15275253,
Trần Ngọc Tuấn,pol19861542,1966
Trần Quang Phương,pol3234340,1961
Trần Quang Trọng,pol13191105,
Trần Quốc Trung,pol13794954,
Trần Sơn Hà,pol13023280,
Trần Sỹ Thanh,pol1325815,1971
Trần Thị Bé Nhân,pol19725591,
Trần Tiến Cung,pol3239616,1929
Trần Trọng Lượng,pol11763276,
Trần Văn Thiệp,pol15796439,
Trần Văn Vệ,pol10572600,1959
Trần Vĩnh Tuyến,pol3706896,1965
Trần Đức Tuấn,pol15793581,
Trần Đức Tài,pol15273040,1964
Tào Đức Thắng,pol19784314,1973
Tô Anh Dũng,pol15630244,1964
Tô Văn Huệ,pol15556845,
Tô Xuân Bốn,pol16009822,1959
Tô Ân Xô,pol13806127,1963
Từ Hồng Sơn,pol11763021,1959
Võ Văn Hoan,pol13477731,1965
Vũ Hùng Việt,pol13478526,
Vũ Hùng Vương,pol12845705,1951
Vũ Hồng Văn,pol19621738,1976
Vũ Hữu Tài,pol19415886,
Vũ Ngọc Riềm,pol15279717,
Vũ Quốc Hùng,pol1739129,1940
Vũ Thanh Hoa,pol11629363,
Vũ Việt Trang,pol19641065,1969
Vũ Văn Thược,pol19415646,1928
Vũ Xuân Viên,pol13831263,1964
Vũ Đỗ Anh Dũng,pol13782575,1961
Vương Văn Bép,pol14804408,1963
Đinh Huy Hiệu,pol15549876,
Đinh Thanh Nhàn,pol15273063,1968
Đoàn Hùng Sơn,pol17593208,
Đào Gia Bảo,pol15551430,
Đặng Ngọc Tuyến,pol16817002,
Đặng Thị Kim Liên,pol14824885,1966
Đặng Văn Chấn,pol15978897,
Đặng Văn Sinh,pol19333100,
Đặng Văn Xướng,pol16125261,1958
Đặng Vũ Chính,pol19688475,1928
Đặng Xuân Trường,pol18997972,1972
Đồng Đại Lộc,pol416674,1958
Đỗ Phương Thuấn,pol19433475,
Đỗ Văn Bảnh,pol19857341,
Đỗ Văn Hoành,pol19823645,1963
Đỗ Đức Kính,pol13004175,
