Name,ID,Birth Year
Trần Công Chánh,pol3281134,1959
Trần Hồng Minh,pol3177973,1967
Trần Quốc Tỏ,pol2448814,1962
Trần Thanh Nghiêm,pol15254839,1970
Trần Thị Nguyệt Thu,pol19781134,1957
Trần Tiến Hưng,pol15149315,1976
Trần Việt Khoa,pol2422020,1965
Trần Văn Rón,pol3281061,1961
Trần Văn Sơn,pol3281062,1961
Trần Đức Quận,pol13466967,1967
Trần Đức Thắng,pol19613331,1973
Trịnh Ngọc Quyên,pol19853716,1969
Trịnh Văn Quyết,pol7492813,1966
"Võ Thanh Khiết, Tư Khiết",pol10725039,1952
Võ Thành Đức,pol13795906,
Võ Thị Ánh Xuân,pol3280810,1970
Võ Văn Dũng,pol782399,1960
Vũ Hải Hà,pol3697459,1969
Vũ Hải Quân,pol19541839,1974
Vũ Hải Sản,pol3309882,1961
Vũ Xuân Cường,pol3701517,1966
Vũ Đại Thắng,pol13653301,1975
Điểu K'Ré,pol1464743,1968
Đoàn Minh Huấn,pol3477455,1971
Đặng Quốc Khánh,pol3377119,1976
Đặng Xuân Phong,pol3700829,1972
Đỗ Thanh Bình,pol19428675,1967
Đỗ Tiến Sỹ,pol3280815,1965
Đỗ Đức Duy,pol3699878,1970
