id,question,hop_count,reasoning_path,variant_type
11,"Cao Đức Phát là tiền nhiệm của Nguyễn Thành Phong trong chức vụ Phó Trưởng ban Thường trực Ban Kinh tế Trung ương, Nguyễn Thành Phong giữ chức vụ Phó Trưởng ban Thường trực Ban Kinh tế Trung ương từ 2021-08-20 đến 2022-10-31. Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol457607"", ""TERM_DURATION"", ""DURATION_từ 2021-08-20 đến 2022-10-31""]",Normal
12,"Lương Cường kế nhiệm Bùi Đức Hạnh trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Bùi Đức Hạnh kế nhiệm Nguyễn Phú Trọng trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Nguyễn Phú Trọng giữ chức vụ Bí thư Thành ủy Hà Nội từ 2000-01-06 đến 2006-06-26. Đúng hay sai?",3,"[""pol3161938"", ""SUCCEEDED"", ""pol3394631"", ""SUCCEEDED"", ""pol46636"", ""TERM_DURATION"", ""DURATION_từ 2000-01-06 đến 2006-06-26""]",Normal
13,"Lưu Bình Nhưỡng là tiền nhiệm của Trần Thị Nhị Hà trong chức vụ Phó trưởng Ban Dân nguyện Quốc hội Việt Nam, Trần Thị Nhị Hà có học vị Tiến sĩ Kỹ thuật ngành Chỉnh trị Sông và Bờ biển. Đúng hay sai?",2,"[""pol3695313"", ""PRECEDED"", ""pol19787798"", ""HAS_ACADEMIC_TITLE"", ""aca14994998_001""]",Normal
14,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Trần Chí trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Trần Chí giữ chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam từ 2023-03-02 đến 2024-03-21. Đúng hay sai?",3,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol826460"", ""TERM_DURATION"", ""DURATION_từ 2023-03-02 đến 2024-03-21""]",Normal
15,"Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng kế nhiệm Đào Ngọc Dung trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Đào Ngọc Dung sinh năm 1962 tại Hà Nam. Đúng hay sai?",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""BORN_AT"", ""loc591117_001""]",Normal
16,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Phạm Hoàng Bê trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Phạm Hoàng Bê có học vị Cử nhân Kinh tế. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol19523151"", ""HAS_ACADEMIC_TITLE"", ""aca13653301_001""]",Normal
17,"Bùi Văn Khánh là tiền nhiệm của Bùi Đức Hinh trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hòa Bình, Bùi Đức Hinh sinh năm 1968. Đúng hay sai?",2,"[""pol15221423"", ""PRECEDED"", ""pol19670152"", ""BORN_YEAR"", ""YEAR_1968""]",Normal
18,"Cao Đức Phát là tiền nhiệm của Trương Quang Được trong chức vụ Phó Trưởng ban Thường trực Ban Kinh tế Trung ương, Trương Quang Được giữ chức vụ Chủ tịch Ủy ban nhân dân, Thành phố Hồ Chí Minh từ 2015-12-11 đến 2021-08-24. Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol1462803"", ""TERM_DURATION"", ""DURATION_từ 2015-12-11 đến 2021-08-24""]",Normal
19,"Trịnh Đình Dũng là tiền nhiệm của Phạm Hồng Hà trong chức vụ Bộ trưởng Bộ Xây dựng Việt Nam, Phạm Hồng Hà sinh năm 1958 tại Nam Định. Đúng hay sai?",2,"[""pol55980"", ""PRECEDED"", ""pol1463238"", ""BORN_AT"", ""loc3169162_001""]",Normal
20,"Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng kế nhiệm Nguyễn Xuân Phúc trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Nguyễn Xuân Phúc giữ chức vụ Thứ trưởng, Phó Chủ nhiệm Thường trực Văn phòng Chính phủ từ 2006-06-01 đến 2007-08-02. Đúng hay sai?",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2006-06-01 đến 2007-08-02""]",Normal
21,"Võ Chí Công kế nhiệm Võ Thúc Đồng trong chức vụ Bộ trưởng Bộ Nông nghiệp, Võ Thúc Đồng được trao tặng Huân chương Hữu nghị của Liên bang Nga. Đúng hay sai?",2,"[""pol83336"", ""SUCCEEDED"", ""pol1519390"", ""AWARDED"", ""awa49761_008""]",Normal
22,"Nguyễn Chấn kế nhiệm Nguyễn Hữu Mai trong chức vụ Bộ trưởng Bộ Điện và Than, Nguyễn Hữu Mai sinh năm 1914 tại Nam Định. Đúng hay sai?",2,"[""pol19488682"", ""SUCCEEDED"", ""pol1519379"", ""BORN_AT"", ""loc3169162_001""]",Normal
23,"Phạm Gia Khiêm kế nhiệm Đặng Hữu trong chức vụ Bộ trưởng Bộ Khoa học, Công nghệ và Môi trường, Đặng Hữu sinh năm 1930 tại Gia Lai. Đúng hay sai?",2,"[""pol55714"", ""SUCCEEDED"", ""pol1406006"", ""BORN_AT"", ""loc324793_001""]",Normal
24,"Lương Cường kế nhiệm Phạm Thị Hải Chuyền trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phạm Thị Hải Chuyền kế nhiệm Nguyễn Phú Trọng trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Nguyễn Phú Trọng có học vị Tiến sĩ. Đúng hay sai?",3,"[""pol3161938"", ""SUCCEEDED"", ""pol808137"", ""SUCCEEDED"", ""pol46636"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
25,"Lê Minh Trí kế nhiệm Nguyễn Hòa Bình trong chức vụ Viện trưởng Viện kiểm sát nhân dân tối cao, Nguyễn Hòa Bình phục vụ trong Công an nhân dân Việt Nam. Đúng hay sai?",2,"[""pol1749503"", ""SUCCEEDED"", ""pol806867"", ""SERVED_IN"", ""mil436788_001""]",Normal
26,"Nguyễn Thanh Nghị kế nhiệm Hồ Tiến Thiệu trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Hồ Tiến Thiệu là tiền nhiệm của Phan Văn Mãi trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Phan Văn Mãi giữ chức vụ Phó Bí thư Thành ủy Thành phố Hồ Chí Minh từ 2023-12-29 đến 2025-02-18. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol19436222"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2023-12-29 đến 2025-02-18""]",Normal
27,"Bùi Ngọc Hòa kế nhiệm Đặng Quang Phương trong chức vụ Phó Chánh án Thường trực Tòa án nhân dân tối cao Việt Nam, Đặng Quang Phương sinh năm 1953. Đúng hay sai?",2,"[""pol7515124"", ""SUCCEEDED"", ""pol7509983"", ""BORN_YEAR"", ""YEAR_1953""]",Normal
28,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Nông Quốc Tuấn trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, Nông Quốc Tuấn giữ chức vụ Thứ trưởng, Phó Chủ nhiệm Ủy ban Dân tộc Việt Nam (lần 1) từ 2008-01-28 đến 2009-04-21. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2008-01-28 đến 2009-04-21""]",Normal
29,"Võ Văn Thưởng kế nhiệm Vương Quốc Tuấn trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Vương Quốc Tuấn sinh năm 1977 tại Quảng Nam. Đúng hay sai?",2,"[""pol248258"", ""SUCCEEDED"", ""pol19666121"", ""BORN_AT"", ""loc1463245_001""]",Normal
30,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Đỗ Quang Thành trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Đỗ Quang Thành giữ chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh từ 2021-06-01 đến 2023-12-29. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3699248"", ""TERM_DURATION"", ""DURATION_từ 2021-06-01 đến 2023-12-29""]",Normal
31,"Phan Như Lâm kế nhiệm Trương Quang Được trong chức vụ Chủ tịch Hội đồng Nhân dân Tp Đà Nẵng, Trương Quang Được được trao tặng Huân chương Hồ Chí Minh. Đúng hay sai?",2,"[""pol15075013"", ""SUCCEEDED"", ""pol1462803"", ""AWARDED"", ""awa1462803_001""]",Normal
32,"Đinh Đức Thiện là tiền nhiệm của Trần Sâm trong chức vụ Chủ nhiệm Tổng cục Hậu cần, Trần Sâm mất năm 2009. Đúng hay sai?",2,"[""pol10656"", ""PRECEDED"", ""pol60031"", ""DIED_YEAR"", ""YEAR_2009""]",Normal
33,"Phạm Minh Chính kế nhiệm Vũ Đức Đam trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Vũ Đức Đam giữ chức vụ Phó Trưởng ban Thường trực, Ban Chỉ đạo Quốc gia phòng chống dịch COVID-19 từ 2021-08-25 đến 2023-01-05. Đúng hay sai?",2,"[""pol436788"", ""SUCCEEDED"", ""pol475335"", ""TERM_DURATION"", ""DURATION_từ 2021-08-25 đến 2023-01-05""]",Normal
34,"Trần Công Thuật kế nhiệm Nguyễn Huy Tiến trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Bình, Nguyễn Huy Tiến sinh năm 1958. Đúng hay sai?",2,"[""pol1464867"", ""SUCCEEDED"", ""pol13470599"", ""BORN_YEAR"", ""YEAR_1958""]",Normal
35,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng sinh năm 1912. Đúng hay sai?",2,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""BORN_YEAR"", ""YEAR_1912""]",Normal
36,"Hoàng Văn Thái là tiền nhiệm của Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà tham gia chiến dịch Chiến dịch Hồ Chí Minh. Đúng hay sai?",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""FOUGHT_IN"", ""cam591117_001""]",Normal
37,"Đào Đức Toàn là tiền nhiệm của Trần Đơn trong chức vụ Trợ lý Tổng Bí thư, Phụ trách Văn phòng Tổng Bí thư, Trần Đơn đã từng giữ chức vụ (từ 2019-09-08 đến 2023-02-01) Chánh Văn phòng Bộ Công an. Đúng hay sai?",2,"[""pol3699014"", ""PRECEDED"", ""pol3174141"", ""SERVED_AS"", ""pos11474320_004""]",Normal
38,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định kế nhiệm Lê Thanh Quang trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Lê Thanh Quang giữ chức vụ Bí thư Tỉnh ủy Khánh Hòa từ 2010-09-30 đến 2019-10-19. Đúng hay sai?",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""TERM_DURATION"", ""DURATION_từ 2010-09-30 đến 2019-10-19""]",Normal
39,"Cao Đức Phát là tiền nhiệm của Nguyễn Xuân Cường trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, Nguyễn Xuân Cường sinh năm 1959 tại Hà Nội. Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol3282589"", ""BORN_AT"", ""loc3698506_001""]",Normal
40,"Nguyễn Khắc Thận kế nhiệm Trần Quốc Văn trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hưng Yên, Trần Quốc Văn sinh năm 1968 tại An Giang. Đúng hay sai?",2,"[""pol19608952"", ""SUCCEEDED"", ""pol19604934"", ""BORN_AT"", ""loc3280810_001""]",Normal
41,"Nguyễn Minh Triết là tiền nhiệm của Trần Đức Lương trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Trần Đức Lương là cựu sinh viên của Trường Đại học Mỏ-Địa chất Hà Nội. Đúng hay sai?",2,"[""pol46776"", ""PRECEDED"", ""pol838"", ""ALUMNUS_OF"", ""alm838_001""]",Normal
42,"Quản Minh Cường là tiền nhiệm của Trần Văn Truyền trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Trần Văn Truyền là tiền nhiệm của Nguyễn Văn Đọc trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Nguyễn Văn Đọc sinh năm 1959 tại Hải Phòng. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol499780"", ""PRECEDED"", ""pol3282315"", ""BORN_AT"", ""loc475335_001""]",Normal
43,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính kế nhiệm Vũ Đức Đam trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Vũ Đức Đam sinh năm 1963. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""SUCCEEDED"", ""pol475335"", ""BORN_YEAR"", ""YEAR_1963""]",Normal
44,"Nguyễn Văn An kế nhiệm Nông Đức Mạnh trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, Nông Đức Mạnh sinh năm 1940. Đúng hay sai?",2,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""BORN_YEAR"", ""YEAR_1940""]",Normal
45,"Phạm Minh Chính là tiền nhiệm của Trương Thị Mai trong chức vụ Trưởng ban Tổ chức Trung ương, Trương Thị Mai là cựu sinh viên của Trường Đại học Kinh tế Bratislava. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol841947"", ""ALUMNUS_OF"", ""alm787326_001""]",Normal
46,"Quản Minh Cường là tiền nhiệm của Thái Thanh Quý trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Thái Thanh Quý là tiền nhiệm của Trương Thị Mai trong chức vụ Trưởng ban Tổ chức Trung ương, Trương Thị Mai giữ chức vụ Trưởng ban Tổ chức Trung ương từ 2021-04-08 đến 2024-05-16. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol13969814"", ""PRECEDED"", ""pol841947"", ""TERM_DURATION"", ""DURATION_từ 2021-04-08 đến 2024-05-16""]",Normal
47,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định giữ chức vụ Chủ nhiệm Ủy ban Pháp luật của Quốc hội, Ủy viên Ủy ban Thường vụ Quốc hội từ 2016-07-22 đến 2019-11-22. Đúng hay sai?",2,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""TERM_DURATION"", ""DURATION_từ 2016-07-22 đến 2019-11-22""]",Normal
48,"Nguyễn Văn Hiện kế nhiệm Trịnh Hồng Dương trong chức vụ Chánh án Tòa án nhân dân Tối cao Việt Nam, Trịnh Hồng Dương giữ chức vụ Chánh án Tòa án nhân dân Tối cao Việt Nam từ 1997-09-24 đến 2002-07-25. Đúng hay sai?",2,"[""pol1463256"", ""SUCCEEDED"", ""pol1462804"", ""TERM_DURATION"", ""DURATION_từ 1997-09-24 đến 2002-07-25""]",Normal
49,"Đặng Vũ Minh kế nhiệm Nguyễn Hoàng Mai trong chức vụ Chủ tịch Viện Khoa học và Công nghệ Việt Nam, Nguyễn Hoàng Mai mất năm 2022. Đúng hay sai?",2,"[""pol237619"", ""SUCCEEDED"", ""pol3700156"", ""DIED_YEAR"", ""YEAR_2022""]",Normal
50,"Đinh Đức Thiện kế nhiệm Lưu Đức Huy trong chức vụ Bộ trưởng Bộ Cơ khí và Luyện kim, Lưu Đức Huy kế nhiệm Nguyễn Công Tạn trong chức vụ Phó Thủ tướng Chính phủ, Nguyễn Công Tạn giữ chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn từ 1995-10-21 đến 1997-09-26. Đúng hay sai?",3,"[""pol10656"", ""SUCCEEDED"", ""pol3701819"", ""SUCCEEDED"", ""pol1463004"", ""TERM_DURATION"", ""DURATION_từ 1995-10-21 đến 1997-09-26""]",Normal
51,"Phạm Thị Bích Thủy kế nhiệm Nguyễn Hữu Trí trong chức vụ Chánh án Tòa án nhân dân tỉnh Bình Phước, Nguyễn Hữu Trí giữ chức vụ Phó Chánh án Tòa án nhân dân cấp cao tại Thành phố Hồ Chí Minh từ 2018-11-09 đến nay. Đúng hay sai?",2,"[""pol14809091"", ""SUCCEEDED"", ""pol13580000"", ""TERM_DURATION"", ""DURATION_từ 2018-11-09 đến nay""]",Normal
52,"Nguyễn Khắc Định là tiền nhiệm của Nguyễn Hải Ninh trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Hải Ninh giữ chức vụ Phó Vụ trưởng, Thư ký Chánh Văn phòng Trung ương Đảng từ 2011 đến 2013. Đúng hay sai?",2,"[""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2011 đến 2013""]",Normal
53,"Lương Cường kế nhiệm Tô Lâm trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Tô Lâm có học vị Tiến sĩ. Đúng hay sai?",2,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
54,"Nguyễn Trọng Nghĩa kế nhiệm Ngô Phương Ly trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Ngô Phương Ly kế nhiệm Nông Quốc Tuấn trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, Nông Quốc Tuấn giữ chức vụ Ủy viên Ủy ban Quốc gia phòng, chống AIDS, ma túy, mại dâm. từ 2013-05-10 đến 2019-01-10. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol19885953"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2013-05-10 đến 2019-01-10""]",Normal
55,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính có học vị Phó Giáo sư. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""HAS_ACADEMIC_TITLE"", ""aca436788_006""]",Normal
56,"Nguyễn Tấn Hưng là tiền nhiệm của Trần Tuệ Hiền trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Bình Phước, Trần Tuệ Hiền sinh năm 1969 tại Singapore. Đúng hay sai?",2,"[""pol1464720"", ""PRECEDED"", ""pol3710243"", ""BORN_AT"", ""loc46336_001""]",Normal
57,"Lương Cường là tiền nhiệm của Trần Cẩm Tú trong chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, Trần Cẩm Tú sinh năm 1961. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol622249"", ""BORN_YEAR"", ""YEAR_1961""]",Normal
58,"Hoàng Văn Thái là tiền nhiệm của Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà mất năm 1996. Đúng hay sai?",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""DIED_YEAR"", ""YEAR_1996""]",Normal
59,"Trần Thị Nguyệt Thu là tiền nhiệm của Hoàng Đình Toàn trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Hoàng Đình Toàn là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng giữ chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, (Đã bị cách chức) từ 2021-02-05 đến 2023-03-06. Đúng hay sai?",3,"[""pol19781134"", ""PRECEDED"", ""pol13566776"", ""PRECEDED"", ""pol248258"", ""TERM_DURATION"", ""DURATION_từ 2021-02-05 đến 2023-03-06""]",Normal
60,"Võ Viết Thanh kế nhiệm Trần Văn Vệ trong chức vụ Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa VI, Trần Văn Vệ phục vụ trong Công an nhân dân Việt Nam. Đúng hay sai?",2,"[""pol1401081"", ""SUCCEEDED"", ""pol10572600"", ""SERVED_IN"", ""mil436788_001""]",Normal
61,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính là tiền nhiệm của Nguyễn Văn Đua trong chức vụ Trưởng ban Tổ chức Trung ương, Nguyễn Văn Đua giữ chức vụ Ủy viên Trung ương Đảng khóa X, XI, XII, XIII từ 2006-04-24 đến 2024-05-16. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol804933"", ""TERM_DURATION"", ""DURATION_từ 2006-04-24 đến 2024-05-16""]",Normal
